"","year","region","unemp_rate"
"917",2012,"wisconsin",6.6
"918",2012,"wyoming",4.9
"919",2013,"alabama",6.1
"920",2013,"alaska",6.4
"921",2013,"arizona",7.6
"922",2013,"arkansas",7.4
"923",2013,"california",8.3
"924",2013,"colorado",6.2
"925",2013,"connecticut",7.4
"926",2013,"delaware",6.2
"927",2013,"district of columbia",8.1
"928",2013,"florida",6.2
"929",2013,"georgia",7.4
"930",2013,"hawaii",4.5
"931",2013,"idaho",5.7
"932",2013,"illinois",8.6
"933",2013,"indiana",6.9
"934",2013,"iowa",4.2
"935",2013,"kansas",4.9
"936",2013,"kentucky",8
"937",2013,"louisiana",5.7
"938",2013,"maine",6.2
"939",2013,"maryland",6.1
"940",2013,"massachusetts",7
"941",2013,"michigan",8.4
"942",2013,"minnesota",4.6
"943",2013,"mississippi",8
"944",2013,"missouri",5.9
"945",2013,"montana",5.2
"946",2013,"nebraska",3.6
"947",2013,"nevada",8.8
"948",2013,"new hampshire",5.1
"949",2013,"new jersey",7.3
"950",2013,"new mexico",6.4
"951",2013,"new york",7.1
"952",2013,"north carolina",6.9
"953",2013,"north dakota",2.6
"954",2013,"ohio",7.2
"955",2013,"oklahoma",5.4
"956",2013,"oregon",7
"957",2013,"pennsylvania",6.9
"958",2013,"rhode island",9.1
"959",2013,"south carolina",6.6
"960",2013,"south dakota",3.6
"961",2013,"tennessee",7.8
"962",2013,"texas",6
"963",2013,"utah",4.1
"964",2013,"vermont",4.2
"965",2013,"virginia",5.2
"966",2013,"washington",6.6
"967",2013,"west virginia",5.9
"968",2013,"wisconsin",6.2
"969",2013,"wyoming",4.4
"970",2014,"alabama",5.7
"971",2014,"alaska",6.3
"972",2014,"arizona",6.7
"973",2014,"arkansas",5.7
"974",2014,"california",7
"975",2014,"colorado",4
"976",2014,"connecticut",6.4
"977",2014,"delaware",5.4
"978",2014,"district of columbia",7.3
"979",2014,"florida",5.6
"980",2014,"georgia",6.9
"981",2014,"hawaii",4
"982",2014,"idaho",3.7
"983",2014,"illinois",6.2
"984",2014,"indiana",5.8
"985",2014,"iowa",4.1
"986",2014,"kansas",4.2
"987",2014,"kentucky",5.7
"988",2014,"louisiana",6.7
"989",2014,"maine",5.5
"990",2014,"maryland",5.5
"991",2014,"massachusetts",5.5
"992",2014,"michigan",6.3
"993",2014,"minnesota",3.6
"994",2014,"mississippi",7.2
"995",2014,"missouri",5.4
"996",2014,"montana",4.2
"997",2014,"nebraska",2.9
"998",2014,"nevada",6.8
"999",2014,"new hampshire",4
"1000",2014,"new jersey",6.2
"1001",2014,"new mexico",6.1
"1002",2014,"new york",5.8
"1003",2014,"north carolina",5.5
"1004",2014,"north dakota",2.8
"1005",2014,"ohio",4.8
"1006",2014,"oklahoma",4.2
"1007",2014,"oregon",6.7
"1008",2014,"pennsylvania",4.8
"1009",2014,"rhode island",6.8
"1010",2014,"south carolina",6.5
"1011",2014,"south dakota",3.3
"1012",2014,"tennessee",6.6
"1013",2014,"texas",4.6
"1014",2014,"utah",3.5
"1015",2014,"vermont",4.2
"1016",2014,"virginia",4.8
"1017",2014,"washington",6.3
"1018",2014,"west virginia",6
"1019",2014,"wisconsin",5.2
"1020",2014,"wyoming",4.2
"1021",2015,"alabama",6.2
"1022",2015,"alaska",6.5
"1023",2015,"arizona",5.7999
"1024",2015,"arkansas",4.7999
"1025",2015,"california",5.7999
"1026",2015,"colorado",3.5
"1027",2015,"connecticut",5.2
"1028",2015,"delaware",5
"1029",2015,"district of columbia",6.5999
"1030",2015,"florida",5
"1031",2015,"georgia",5.5
"1032",2015,"hawaii",3.2
"1033",2015,"idaho",3.8999
"1034",2015,"illinois",5.9
"1035",2015,"indiana",4.4
"1036",2015,"iowa",3.3999
"1037",2015,"kansas",3.8999
"1038",2015,"kentucky",5.2999
"1039",2015,"louisiana",6.0999
"1040",2015,"maine",4
"1041",2015,"maryland",5.0999
"1042",2015,"massachusetts",4.7
"1043",2015,"michigan",5.0999
"1044",2015,"minnesota",3.5
"1045",2015,"mississippi",6.4
"1046",2015,"missouri",4.4
"1047",2015,"montana",4
"1048",2015,"nebraska",2.8999
"1049",2015,"nevada",6.4
"1050",2015,"new hampshire",3.1
"1051",2015,"new jersey",5.0999
"1052",2015,"new mexico",6.7
"1053",2015,"new york",4.7999
"1054",2015,"north carolina",5.5999
"1055",2015,"north dakota",2.7
"1056",2015,"ohio",4.7
"1057",2015,"oklahoma",4.0999
"1058",2015,"oregon",5.4
"1059",2015,"pennsylvania",4.7999
"1060",2015,"rhode island",5.0999
"1061",2015,"south carolina",5.5
"1062",2015,"south dakota",2.8999
"1063",2015,"tennessee",5.5999
"1064",2015,"texas",4.7
"1065",2015,"utah",3.5
"1066",2015,"vermont",3.6
"1067",2015,"virginia",4.2
"1068",2015,"washington",5.5
"1069",2015,"west virginia",6.2999
"1070",2015,"wisconsin",4.2999
"1071",2015,"wyoming",4.2999
"1072",2016,"alabama",6.2
"1073",2016,"alaska",6.7
"1074",2016,"arizona",4.7999
"1075",2016,"arkansas",3.8999
"1076",2016,"california",5.2
"1077",2016,"colorado",3
"1078",2016,"connecticut",4.4
"1079",2016,"delaware",4.2999
"1080",2016,"district of columbia",5.7999
"1081",2016,"florida",4.9
"1082",2016,"georgia",5.4
"1083",2016,"hawaii",2.8999
"1084",2016,"idaho",3.7
"1085",2016,"illinois",5.7
"1086",2016,"indiana",4
"1087",2016,"iowa",3.6
"1088",2016,"kansas",4.2
"1089",2016,"kentucky",4.7999
"1090",2016,"louisiana",6.0999
"1091",2016,"maine",3.7999
"1092",2016,"maryland",4.2
"1093",2016,"massachusetts",2.7999
"1094",2016,"michigan",5
"1095",2016,"minnesota",3.8999
"1096",2016,"mississippi",5.5999
"1097",2016,"missouri",4.4
"1098",2016,"montana",4
"1099",2016,"nebraska",3.3999
"1100",2016,"nevada",5.0999
"1101",2016,"new hampshire",2.6
"1102",2016,"new jersey",4.7
"1103",2016,"new mexico",6.5999
"1104",2016,"new york",4.9
"1105",2016,"north carolina",5.0999
"1106",2016,"north dakota",3
"1107",2016,"ohio",4.9
"1108",2016,"oklahoma",5
"1109",2016,"oregon",4.5999
"1110",2016,"pennsylvania",5.5999
"1111",2016,"rhode island",5
"1112",2016,"south carolina",4.2999
"1113",2016,"south dakota",2.7999
"1114",2016,"tennessee",4.9
"1115",2016,"texas",4.5999
"1116",2016,"utah",3.1
"1117",2016,"vermont",3.1
"1118",2016,"virginia",4.0999
"1119",2016,"washington",5.2
"1120",2016,"west virginia",5.9
"1121",2016,"wisconsin",4
"1122",2016,"wyoming",4.7999
"1123",2017,"alabama",3.5
"1124",2017,"alaska",7.2999
"1125",2017,"arizona",4.5
"1126",2017,"arkansas",3.7
"1127",2017,"california",4.2999
"1128",2017,"colorado",3.1
"1129",2017,"connecticut",4.5999
"1130",2017,"delaware",4.5999
"1131",2017,"district of columbia",6
"1132",2017,"florida",3.7
"1133",2017,"georgia",4.4
"1134",2017,"hawaii",2
"1135",2017,"idaho",2.8999
"1136",2017,"illinois",4.7999
"1137",2017,"indiana",3.3999
"1138",2017,"iowa",2.7999
"1139",2017,"kansas",3.3999
"1140",2017,"kentucky",4.4
"1141",2017,"louisiana",4.5999
"1142",2017,"maine",3
"1143",2017,"maryland",4
"1144",2017,"massachusetts",3.5
"1145",2017,"michigan",4.7
"1146",2017,"minnesota",3.1
"1147",2017,"mississippi",4.5999
"1148",2017,"missouri",3.5
"1149",2017,"montana",4.0999
"1150",2017,"nebraska",2.7
"1151",2017,"nevada",5
"1152",2017,"new hampshire",2.6
"1153",2017,"new jersey",5
"1154",2017,"new mexico",6
"1155",2017,"new york",4.5999
"1156",2017,"north carolina",4.5
"1157",2017,"north dakota",2.6
"1158",2017,"ohio",4.7
"1159",2017,"oklahoma",4.0999
"1160",2017,"oregon",4.0999
"1161",2017,"pennsylvania",4.7
"1162",2017,"rhode island",4.4
"1163",2017,"south carolina",4.0999
"1164",2017,"south dakota",3.5
"1165",2017,"tennessee",3.2
"1166",2017,"texas",3.8999
"1167",2017,"utah",3.1
"1168",2017,"vermont",2.7999
"1169",2017,"virginia",3.7
"1170",2017,"washington",4.5
"1171",2017,"west virginia",5.5
"1172",2017,"wisconsin",3
"1173",2017,"wyoming",4.2
"1174",2018,"alabama",3.8999
"1175",2018,"alaska",6.2999
"1176",2018,"arizona",4.7999
"1177",2018,"arkansas",3.6
"1178",2018,"california",4.2
"1179",2018,"colorado",3.5
"1180",2018,"connecticut",4
"1181",2018,"delaware",3.7
"1182",2018,"district of columbia",5.5
"1183",2018,"florida",3.2999
"1184",2018,"georgia",3.6
"1185",2018,"hawaii",2.5
"1186",2018,"idaho",2.6
"1187",2018,"illinois",4.2999
"1188",2018,"indiana",3.6
"1189",2018,"iowa",2.3999
"1190",2018,"kansas",3.2999
"1191",2018,"kentucky",4.4
"1192",2018,"louisiana",4.9
"1193",2018,"maine",3.3999
"1194",2018,"maryland",3.8999
"1195",2018,"massachusetts",3.2999
"1196",2018,"michigan",4
"1197",2018,"minnesota",2.7999
"1198",2018,"mississippi",4.7
"1199",2018,"missouri",3.1
"1200",2018,"montana",3.7
"1201",2018,"nebraska",2.7999
"1202",2018,"nevada",4.4
"1203",2018,"new hampshire",2.5
"1204",2018,"new jersey",4
"1205",2018,"new mexico",4.7
"1206",2018,"new york",3.8999
"1207",2018,"north carolina",3.6
"1208",2018,"north dakota",2.7
"1209",2018,"ohio",4.5999
"1210",2018,"oklahoma",3.2
"1211",2018,"oregon",4.0999
"1212",2018,"pennsylvania",4.2
"1213",2018,"rhode island",3.8999
"1214",2018,"south carolina",3.2999
"1215",2018,"south dakota",2.8999
"1216",2018,"tennessee",3.6
"1217",2018,"texas",3.7
"1218",2018,"utah",3.2
"1219",2018,"vermont",2.7
"1220",2018,"virginia",2.7999
"1221",2018,"washington",4.2999
"1222",2018,"west virginia",5.0999
"1223",2018,"wisconsin",3
"1224",2018,"wyoming",4.0999
