"","year","region","pov_rate"
"916",2012,"west virginia",18.1
"917",2012,"wisconsin",13.2
"918",2012,"wyoming",11.9
"919",2013,"alabama",18.9
"920",2013,"alaska",10
"921",2013,"arizona",18.7
"922",2013,"arkansas",19.6
"923",2013,"california",16.8
"924",2013,"colorado",13.4
"925",2013,"connecticut",10.7
"926",2013,"delaware",12
"927",2013,"district of columbia",18.8
"928",2013,"florida",17
"929",2013,"georgia",19
"930",2013,"hawaii",11.5
"931",2013,"idaho",15.9
"932",2013,"illinois",14.8
"933",2013,"indiana",15.9
"934",2013,"iowa",12.8
"935",2013,"kansas",14
"936",2013,"kentucky",19.1
"937",2013,"louisiana",20
"938",2013,"maine",14.3
"939",2013,"maryland",10.2
"940",2013,"massachusetts",11.8
"941",2013,"michigan",17.3
"942",2013,"minnesota",11.6
"943",2013,"mississippi",23.3
"944",2013,"missouri",16
"945",2013,"montana",15.8
"946",2013,"nebraska",13.1
"947",2013,"nevada",16
"948",2013,"new hampshire",9.1
"949",2013,"new jersey",10.9
"950",2013,"new mexico",21.4
"951",2013,"new york",15.9
"952",2013,"north carolina",17.9
"953",2013,"north dakota",11.9
"954",2013,"ohio",16.2
"955",2013,"oklahoma",17.1
"956",2013,"oregon",17.1
"957",2013,"pennsylvania",13.7
"958",2013,"rhode island",14.4
"959",2013,"south carolina",18.6
"960",2013,"south dakota",14.1
"961",2013,"tennessee",18
"962",2013,"texas",18
"963",2013,"utah",13
"964",2013,"vermont",11.7
"965",2013,"virginia",11.7
"966",2013,"washington",13.9
"967",2013,"west virginia",18.1
"968",2013,"wisconsin",13.3
"969",2013,"wyoming",11.9
"970",2014,"alabama",19.3
"971",2014,"alaska",11.1999
"972",2014,"arizona",18.1999
"973",2014,"arkansas",18.8999
"974",2014,"california",16.3999
"975",2014,"colorado",12
"976",2014,"connecticut",10.8
"977",2014,"delaware",12.5
"978",2014,"district of columbia",17.6999
"979",2014,"florida",16.5
"980",2014,"georgia",18.3
"981",2014,"hawaii",11.4
"982",2014,"idaho",14.8
"983",2014,"illinois",14.4
"984",2014,"indiana",15.1999
"985",2014,"iowa",12.1999
"986",2014,"kansas",13.6
"987",2014,"kentucky",19.1
"988",2014,"louisiana",19.8
"989",2014,"maine",14.1
"990",2014,"maryland",10.1
"991",2014,"massachusetts",11.6
"992",2014,"michigan",16.1999
"993",2014,"minnesota",11.5
"994",2014,"mississippi",21.5
"995",2014,"missouri",15.5
"996",2014,"montana",15.4
"997",2014,"nebraska",12.4
"998",2014,"nevada",15.1999
"999",2014,"new hampshire",9.1999
"1000",2014,"new jersey",11.1
"1001",2014,"new mexico",21.3
"1002",2014,"new york",15.9
"1003",2014,"north carolina",17.1999
"1004",2014,"north dakota",11.5
"1005",2014,"ohio",15.8
"1006",2014,"oklahoma",16.6
"1007",2014,"oregon",16.6
"1008",2014,"pennsylvania",13.6
"1009",2014,"rhode island",14.3
"1010",2014,"south carolina",18
"1011",2014,"south dakota",14.1999
"1012",2014,"tennessee",18.3
"1013",2014,"texas",17.1999
"1014",2014,"utah",11.6999
"1015",2014,"vermont",12.1999
"1016",2014,"virginia",11.8
"1017",2014,"washington",13.1999
"1018",2014,"west virginia",18.3
"1019",2014,"wisconsin",13.1999
"1020",2014,"wyoming",11.1999
"1021",2015,"alabama",18.5
"1022",2015,"alaska",10.3
"1023",2015,"arizona",17.3999
"1024",2015,"arkansas",19.1
"1025",2015,"california",15.3
"1026",2015,"colorado",11.5
"1027",2015,"connecticut",10.5
"1028",2015,"delaware",12.4
"1029",2015,"district of columbia",17.3
"1030",2015,"florida",15.6999
"1031",2015,"georgia",17
"1032",2015,"hawaii",10.6
"1033",2015,"idaho",15.1
"1034",2015,"illinois",13.6
"1035",2015,"indiana",14.5
"1036",2015,"iowa",12.1999
"1037",2015,"kansas",13
"1038",2015,"kentucky",18.5
"1039",2015,"louisiana",19.6
"1040",2015,"maine",13.4
"1041",2015,"maryland",9.6999
"1042",2015,"massachusetts",11.5
"1043",2015,"michigan",15.8
"1044",2015,"minnesota",10.1999
"1045",2015,"mississippi",22
"1046",2015,"missouri",14.8
"1047",2015,"montana",14.6
"1048",2015,"nebraska",12.6
"1049",2015,"nevada",14.6999
"1050",2015,"new hampshire",8.1999
"1051",2015,"new jersey",10.8
"1052",2015,"new mexico",20.3999
"1053",2015,"new york",15.4
"1054",2015,"north carolina",16.3999
"1055",2015,"north dakota",11
"1056",2015,"ohio",14.8
"1057",2015,"oklahoma",16.1
"1058",2015,"oregon",15.4
"1059",2015,"pennsylvania",13.1999
"1060",2015,"rhode island",13.9
"1061",2015,"south carolina",16.6
"1062",2015,"south dakota",13.6999
"1063",2015,"tennessee",16.6999
"1064",2015,"texas",15.9
"1065",2015,"utah",11.3
"1066",2015,"vermont",10.1999
"1067",2015,"virginia",11.1999
"1068",2015,"washington",12.1999
"1069",2015,"west virginia",17.8999
"1070",2015,"wisconsin",12.1
"1071",2015,"wyoming",11.1
"1072",2016,"alabama",17.1
"1073",2016,"alaska",9.9
"1074",2016,"arizona",16.3999
"1075",2016,"arkansas",17.1999
"1076",2016,"california",14.3
"1077",2016,"colorado",11
"1078",2016,"connecticut",9.8
"1079",2016,"delaware",11.6999
"1080",2016,"district of columbia",18.6
"1081",2016,"florida",14.6999
"1082",2016,"georgia",16
"1083",2016,"hawaii",9.3
"1084",2016,"idaho",14.4
"1085",2016,"illinois",13
"1086",2016,"indiana",14.1
"1087",2016,"iowa",11.8
"1088",2016,"kansas",12.1
"1089",2016,"kentucky",18.5
"1090",2016,"louisiana",20.1999
"1091",2016,"maine",12.5
"1092",2016,"maryland",9.6999
"1093",2016,"massachusetts",10.4
"1094",2016,"michigan",15
"1095",2016,"minnesota",9.9
"1096",2016,"mississippi",20.8
"1097",2016,"missouri",14
"1098",2016,"montana",13.3
"1099",2016,"nebraska",11.4
"1100",2016,"nevada",13.8
"1101",2016,"new hampshire",7.2999
"1102",2016,"new jersey",10.4
"1103",2016,"new mexico",19.8
"1104",2016,"new york",14.6999
"1105",2016,"north carolina",15.4
"1106",2016,"north dakota",10.6999
"1107",2016,"ohio",14.6
"1108",2016,"oklahoma",16.3
"1109",2016,"oregon",13.3
"1110",2016,"pennsylvania",12.9
"1111",2016,"rhode island",12.8
"1112",2016,"south carolina",15.3
"1113",2016,"south dakota",13.3
"1114",2016,"tennessee",15.8
"1115",2016,"texas",15.6
"1116",2016,"utah",10.1999
"1117",2016,"vermont",11.9
"1118",2016,"virginia",11
"1119",2016,"washington",11.3
"1120",2016,"west virginia",17.8999
"1121",2016,"wisconsin",11.8
"1122",2016,"wyoming",11.3
"1123",2017,"alabama",16.8999
"1124",2017,"alaska",11.1
"1125",2017,"arizona",14.9
"1126",2017,"arkansas",16.3999
"1127",2017,"california",13.3
"1128",2017,"colorado",10.3
"1129",2017,"connecticut",9.5999
"1130",2017,"delaware",13.6
"1131",2017,"district of columbia",16.6
"1132",2017,"florida",14
"1133",2017,"georgia",14.9
"1134",2017,"hawaii",9.5
"1135",2017,"idaho",12.8
"1136",2017,"illinois",12.6
"1137",2017,"indiana",13.5
"1138",2017,"iowa",10.6999
"1139",2017,"kansas",11.9
"1140",2017,"kentucky",17.1999
"1141",2017,"louisiana",19.6999
"1142",2017,"maine",11.1
"1143",2017,"maryland",9.3
"1144",2017,"massachusetts",10.5
"1145",2017,"michigan",14.1999
"1146",2017,"minnesota",9.5
"1147",2017,"mississippi",19.8
"1148",2017,"missouri",13.4
"1149",2017,"montana",12.5
"1150",2017,"nebraska",10.8
"1151",2017,"nevada",13
"1152",2017,"new hampshire",7.7
"1153",2017,"new jersey",10
"1154",2017,"new mexico",19.6999
"1155",2017,"new york",14.1
"1156",2017,"north carolina",14.6999
"1157",2017,"north dakota",10.3
"1158",2017,"ohio",14
"1159",2017,"oklahoma",15.8
"1160",2017,"oregon",13.1999
"1161",2017,"pennsylvania",12.5
"1162",2017,"rhode island",11.6
"1163",2017,"south carolina",15.4
"1164",2017,"south dakota",13
"1165",2017,"tennessee",15
"1166",2017,"texas",14.6999
"1167",2017,"utah",9.6999
"1168",2017,"vermont",11.3
"1169",2017,"virginia",10.6
"1170",2017,"washington",11
"1171",2017,"west virginia",19.1
"1172",2017,"wisconsin",11.3
"1173",2017,"wyoming",11.3
"1174",2018,"alabama",16.8
"1175",2018,"alaska",10.9
"1176",2018,"arizona",14
"1177",2018,"arkansas",17.1999
"1178",2018,"california",12.8
"1179",2018,"colorado",9.5999
"1180",2018,"connecticut",10.4
"1181",2018,"delaware",12.5
"1182",2018,"district of columbia",16.1999
"1183",2018,"florida",13.6
"1184",2018,"georgia",14.3
"1185",2018,"hawaii",8.8
"1186",2018,"idaho",11.8
"1187",2018,"illinois",12.1
"1188",2018,"indiana",13.1
"1189",2018,"iowa",11.1999
"1190",2018,"kansas",12
"1191",2018,"kentucky",16.8999
"1192",2018,"louisiana",18.6
"1193",2018,"maine",11.6
"1194",2018,"maryland",9
"1195",2018,"massachusetts",10
"1196",2018,"michigan",14.1
"1197",2018,"minnesota",9.5999
"1198",2018,"mississippi",19.6999
"1199",2018,"missouri",13.1999
"1200",2018,"montana",13
"1201",2018,"nebraska",11
"1202",2018,"nevada",12.9
"1203",2018,"new hampshire",7.5999
"1204",2018,"new jersey",9.5
"1205",2018,"new mexico",19.5
"1206",2018,"new york",13.6
"1207",2018,"north carolina",14
"1208",2018,"north dakota",10.6999
"1209",2018,"ohio",13.9
"1210",2018,"oklahoma",15.6
"1211",2018,"oregon",12.6
"1212",2018,"pennsylvania",12.1999
"1213",2018,"rhode island",12.9
"1214",2018,"south carolina",15.3
"1215",2018,"south dakota",13.1
"1216",2018,"tennessee",15.3
"1217",2018,"texas",14.9
"1218",2018,"utah",9
"1219",2018,"vermont",11
"1220",2018,"virginia",10.6999
"1221",2018,"washington",10.3
"1222",2018,"west virginia",17.8
"1223",2018,"wisconsin",11
"1224",2018,"wyoming",11.1
