"","year","region","crime_rate","pop_density","pol_officer_rate","pov_rate","unemp_rate","med_age"
"304",2000,"west virginia",2286.3,75.0755179142276,1.67,15.8,5.5,39
"305",2000,"wisconsin",2972.3,98.7530839194315,2.38,8.8,3.5,36
"306",2000,"wyoming",3031.5,5.08503166675248,2.44,11,3.9,36
"307",2001,"alabama",3880.8,87.9676059113301,2.27,14.8,5.3,36
"308",2001,"alaska",3647.9,1.11311525420163,1.9,7.9,6.3,32
"309",2001,"arizona",5537.1,46.70219637106,2.03,12.9,4.7,34
"310",2001,"arkansas",3681.4,51.6963994239078,2.12,16.3,5.1,36
"311",2001,"california",3286,221.199374250672,2.12,13.1,5.3,33
"312",2001,"colorado",3868.2,42.5889963269674,2.42,9,3.7,34
"313",2001,"connecticut",2782.4,706.929618163055,2.28,7.4,3.3,37
"314",2001,"delaware",3441.4,407.245524296675,3.4,8.5,3.5,36
"315",2001,"district of columbia",5972.8,9374.13114754098,7.99,16.1,6.5,34
"316",2001,"florida",4772.5,303.993826130486,2.55,12,4.8,38
"317",2001,"georgia",4149.3,144.752412852432,4.13,12.6,4,33
"318",2001,"hawaii",5131.5,190.62712128289,2.39,10.4,4.6,36
"319",2001,"idaho",2890.3,15.9636258172107,1.94,12.7,5,33
"320",2001,"illinois",3460.8,224.530084722897,2.92,10.2,5.4,34
"321",2001,"indiana",3459.6,170.469612489546,1.82,7.9,4.4,35
"322",2001,"iowa",3032.1,52.3164026845638,1.7,7.7,3.3,36
"323",2001,"kansas",3916.6,32.9325617491414,2.57,10.1,4.3,35
"324",2001,"kentucky",2681.1,102.324473975637,1.97,12.4,5.5,36
"325",2001,"louisiana",4651.1,102.498048937245,3.72,17.5,6,34
"326",2001,"maine",2576.7,41.6870241373724,1.7,10.3,4,39
"327",2001,"maryland",4083.8,549.888081841432,2.74,7.3,4.1,36
"328",2001,"massachusetts",2619.1,813.894360806328,2.63,10.2,3.7,36
"329",2001,"michigan",3526.8,175.866799274763,2.1,9.7,5.3,35
"330",2001,"minnesota",3319.3,62.4526671439517,1.7,6.8,3.7,35
"331",2001,"mississippi",3835.1,60.920599394637,2.04,16.8,5.5,34
"332",2001,"missouri",4234.9,81.7107463206479,2.15,10.2,4.7,36
"333",2001,"montana",3336.3,6.21364285910577,1.7,14.4,4.6,38
"334",2001,"nebraska",4025.3,22.285114076849,1.89,9.7,3.1,35
"335",2001,"nevada",3679.2,19.17995373659,2.14,9,5.3,35
"336",2001,"new hampshire",2151.3,140.392574423013,1.86,6.2,3.5,37
"337",2001,"new jersey",2835.2,1143.60843779485,3.64,7.7,4.2,37
"338",2001,"new mexico",4542.8,15.0715698230118,2.19,18.8,4.8,34
"339",2001,"new york",2409.1,402.578731153651,3.22,14.1,4.9,36
"340",2001,"north carolina",4443.7,168.033745227637,2.58,12.9,5.5,35
"341",2001,"north dakota",2338.1,9.19569817665304,1.74,12.4,2.8,36
"342",2001,"ohio",3825.7,277.721803042512,2.01,10.8,4.3,36
"343",2001,"oklahoma",4094.7,50.3807131728767,2.05,14.3,3.8,35
"344",2001,"oregon",4737.4,36.1749442719943,1.61,11.8,6.3,36
"345",2001,"pennsylvania",2550.7,274.144355198572,2.03,9.2,4.7,38
"346",2001,"rhode island",3375.3,1013.32057416268,2.3,10,4.7,37
"347",2001,"south carolina",4032.4,134.934442562519,2.73,12.7,5.4,35
"348",2001,"south dakota",2177.2,9.96890481711816,1.6,9,3.3,35
"349",2001,"tennessee",4407.5,139.2566777457,2.78,13.2,4.5,36
"350",2001,"texas",4579.9,81.4199240972227,2.21,15.2,4.9,32
"351",2001,"utah",4008.9,27.6237586408334,1.85,8,4.4,27
"352",2001,"vermont",2664.2,66.2871661801276,1.62,9.8,3.6,38
"353",2001,"virginia",2886.9,181.517601899086,2.4,8,3.5,36
"354",2001,"washington",4796.8,89.9351616827624,1.62,10.4,6.4,35
"355",2001,"west virginia",2280.1,74.8086519699423,1.77,15.6,4.9,39
"356",2001,"wisconsin",3090.1,99.456972419634,2.38,8.6,4.6,36
"357",2001,"wyoming",3260.4,5.09163276865249,2.54,10.3,3.9,36
"358",2002,"alabama",4020.9,88.4040985221675,2.28,14.6,5.9,36
"359",2002,"alaska",3746.3,1.12870853159506,1.87,8.3,7.7,32
"360",2002,"arizona",5833.4,48.0144048855177,2.01,13.3,6.2,34
"361",2002,"arkansas",3733.1,52.0418434949592,2.11,18,5.4,36
"362",2002,"california",3350.3,225.14174248107,2.18,12.8,6.7,33
"363",2002,"colorado",3995.4,43.445343153795,2.52,9.4,5.7,34
"364",2002,"connecticut",2686.1,714.242105263158,2.26,7.8,4.3,38
