"","year","state","property_crime","violent_crime","density"
"340",2001,"nebraska",4025.3,304.3,22.285114076849
"341",2001,"nevada",3679.2,586.8,19.17995373659
"342",2001,"new hampshire",2151.3,170.3,140.392574423013
"343",2001,"new jersey",2835.2,390.1,1143.60843779485
"344",2001,"new mexico",4542.8,781.1,15.0715698230118
"345",2001,"new york",2409.1,516,402.578731153651
"346",2001,"north carolina",4443.7,494.3,168.033745227637
"347",2001,"north dakota",2338.1,79.6,9.19569817665304
"348",2001,"ohio",3825.7,351.9,277.721803042512
"349",2001,"oklahoma",4094.7,512.3,50.3807131728767
"350",2001,"oregon",4737.4,306.7,36.1749442719943
"351",2001,"pennsylvania",2550.7,410.4,274.144355198572
"353",2001,"rhode island",3375.3,309.6,1013.32057416268
"354",2001,"south carolina",4032.4,720.3,134.934442562519
"355",2001,"south dakota",2177.2,154.8,9.96890481711816
"356",2001,"tennessee",4407.5,745.3,139.2566777457
"357",2001,"texas",4579.9,572.8,81.4199240972227
"358",2001,"utah",4008.9,234.1,27.6237586408334
"359",2001,"vermont",2664.2,105,66.2871661801276
"360",2001,"virginia",2886.9,291.3,181.517601899086
"361",2001,"washington",4796.8,355,89.9351616827624
"362",2001,"west virginia",2280.1,279.4,74.8086519699423
"363",2001,"wisconsin",3090.1,231.1,99.456972419634
"364",2001,"wyoming",3260.4,257.3,5.09163276865249
"365",2002,"alabama",4020.9,444.2,88.4040985221675
"366",2002,"alaska",3746.3,563.4,1.12870853159506
"367",2002,"arizona",5833.4,552.9,48.0144048855177
"368",2002,"arkansas",3733.1,424.4,52.0418434949592
"369",2002,"california",3350.3,593.4,225.14174248107
"370",2002,"colorado",3995.4,352.4,43.445343153795
"371",2002,"connecticut",2686.1,311.1,714.242105263158
"372",2002,"delaware",3340,599,412.984654731458
"373",2002,"district of columbia",6389.4,1632.9,9358.98360655738
"374",2002,"florida",4650.4,770.2,309.864267571426
"375",2002,"georgia",4048.4,458.8,147.797959218909
"376",2002,"hawaii",5781.7,262,193.81877627277
"377",2002,"idaho",2917.5,254.9,16.2068252951626
"378",2002,"illinois",3395.6,620.7,226.658392243628
"379",2002,"indiana",3392.8,357.2,171.705269027042
"380",2002,"iowa",3162.6,285.6,52.5594630872483
"381",2002,"kansas",3710.3,376.6,33.1921831269936
"382",2002,"kentucky",2623.6,279,103.012458471761
"383",2002,"louisiana",4435.7,662.3,102.893219483083
"384",2002,"maine",2548.2,107.8,41.9395431718775
"385",2002,"maryland",3977.6,769.8,558.377186700767
"386",2002,"massachusetts",2609.8,484.4,820.081781066599
"387",2002,"michigan",3333.8,540.3,176.91643929659
"388",2002,"minnesota",3267.6,267.5,63.0483439466446
"389",2002,"mississippi",3815.9,343.3,61.2137528243168
"390",2002,"missouri",4063.8,538.7,82.3329995065169
"391",2002,"montana",3161.4,351.5,6.24813130341587
"392",2002,"nebraska",3942.8,313.9,22.4925206170816
"393",2002,"nevada",3860,637.5,19.7939183651167
"394",2002,"new hampshire",2058.7,161.2,142.162559928643
"395",2002,"new jersey",2649.7,374.5,1157.87842027227
"396",2002,"new mexico",4338.2,739.5,15.2850845390725
"397",2002,"new york",2307.7,496,405.673640521769
"398",2002,"north carolina",4251.2,470.2,170.781764440248
"399",2002,"north dakota",2328,78.2,9.19079919993043
"400",2002,"ohio",3755.9,351.3,278.887187751813
"401",2002,"oklahoma",4239.8,503.4,50.870193217723
"402",2002,"oregon",4576,292.4,36.6816837149226
"403",2002,"pennsylvania",2439.1,401.9,275.213989290495
"405",2002,"rhode island",3303.8,285.2,1023.66028708134
"406",2002,"south carolina",4475.3,822,136.401414765368
"407",2002,"south dakota",2101.3,177.4,10.0277089701697
"408",2002,"tennessee",4302,716.9,140.646037021762
"409",2002,"texas",4611,578.6,83.1566582924166
"410",2002,"utah",4215.5,236.9,28.1892707623406
"411",2002,"vermont",2423.3,106.7,66.6658017082928
"412",2002,"virginia",2848.9,291.4,184.189656043234
"413",2002,"washington",4761.4,345.4,91.1520704104775
"414",2002,"west virginia",2280.9,234.3,74.8068667746087
"415",2002,"wisconsin",3027.8,224.9,100.180358655227
"416",2002,"wyoming",3307.4,273.5,5.13570876885845
"417",2003,"alabama",4049.1,429.5,88.6847684729064
"418",2003,"alaska",3742.2,593.4,1.1375308131156
"419",2003,"arizona",5632.4,513.2,49.10870100843
"420",2003,"arkansas",3621.4,456.1,52.3420835333653
"421",2003,"california",3424.3,579.3,227.503817968495
"422",2003,"colorado",3940.9,345.1,43.8709329117219
"423",2003,"connecticut",2606.7,308.2,718.962229102167
"424",2003,"delaware",3384.4,658,418.153964194373
"425",2003,"district of columbia",5800.3,1608.1,9235.80327868853
"426",2003,"florida",4452,730.2,315.536051319132
"427",2003,"georgia",4254.6,453.9,149.945872684266
"428",2003,"hawaii",5237.5,270.4,195.797602366495
"429",2003,"idaho",2908.7,242.7,16.5113654215659
"430",2003,"illinois",3284.4,556.8,227.610382602126
"431",2003,"indiana",3357.7,352.8,172.724923334263
"432",2003,"iowa",2961.1,272.4,52.6901476510067
"433",2003,"kansas",3994,395.5,33.2853476406389
"434",2003,"kentucky",2681.5,261.7,103.640063424947
"435",2003,"louisiana",4349.5,646.3,103.207409447734
"436",2003,"maine",2456.7,108.9,42.3044872833306
"437",2003,"maryland",3801.4,703.9,563.571253196931
"438",2003,"massachusetts",2549.5,469.4,820.798928298035
"439",2003,"michigan",3277.3,511.2,177.436409723811
"440",2003,"minnesota",3116.8,262.6,63.5464159664393
"441",2003,"mississippi",3720.4,325.5,61.4162296968922
"442",2003,"missouri",4014.5,472.8,82.7960753577753
"443",2003,"montana",3098,365.2,6.30424716260408
"444",2003,"nebraska",3711.4,289,22.6240406878431
"445",2003,"nevada",4288.4,614.2,20.4101233083802
"446",2003,"new hampshire",2053.9,148.8,143.5708551678
"447",2003,"new jersey",2544.4,365.8,1164.36123466775
"448",2003,"new mexico",4123.6,665.2,15.4462113971194
"449",2003,"new york",2248.3,465.2,406.363607487718
"450",2003,"north carolina",4278,454.9,172.569645716162
"451",2003,"north dakota",2096.1,77.8,9.18684233411601
"452",2003,"ohio",3640.5,333.2,279.24200913242
"453",2003,"oklahoma",4306,505.7,51.1296320563782
"454",2003,"oregon",4782.3,295.5,37.0783525343222
"455",2003,"pennsylvania",2431.3,398,275.89145470772
"457",2003,"rhode island",2995,285.6,1029.82200956938
"458",2003,"south carolina",4477.1,793.5,137.728803427319
"459",2003,"south dakota",2001.7,173.4,10.0704780225572
"460",2003,"tennessee",4379.4,687.8,141.7246415488
"461",2003,"texas",4595.3,552.5,84.4495101445513
"462",2003,"utah",4225.5,248.6,28.6177952487586
"463",2003,"vermont",2200.1,110.2,66.9377229970808
"464",2003,"virginia",2704.1,275.8,186.532905702308
"465",2003,"washington",4754.9,347,92.0900106637029
"466",2003,"west virginia",2359.4,257.5,75.1589654170299
"467",2003,"wisconsin",2882.6,221,100.753010273594
"468",2003,"wyoming",3321.3,262.1,5.16185572318624
"469",2004,"alabama",4025,426.6,89.2646699507389
"470",2004,"alaska",3382.8,634.5,1.14913197305628
"471",2004,"arizona",5340.5,504.1,50.5432322556801
"472",2004,"arkansas",4013,499.1,52.8589342294767
"473",2004,"california",3419,551.8,230.12828502369
"474",2004,"colorado",3919.3,373.5,44.3598511505943
"475",2004,"connecticut",2627.2,286.3,723.138080495356
"476",2004,"delaware",3163.9,568.4,424.738618925831
"477",2004,"district of columbia",4859.1,1371.2,9074.14754098361
"478",2004,"florida",4179.7,711.3,322.545951758533
"479",2004,"georgia",4265.9,455.5,152.443636803122
"480",2004,"hawaii",4792.8,254.4,196.612174996108
"481",2004,"idaho",2794.4,244.9,16.8367995552924
"482",2004,"illinois",3186.1,542.9,228.691274081269
"483",2004,"indiana",3397.6,325.4,173.893755227209
"484",2004,"iowa",2905.3,270.9,52.8760805369128
"485",2004,"kansas",3973.5,374.5,33.4319445632646
"486",2004,"kentucky",2537.7,244.9,104.347176079734
"487",2004,"louisiana",4410.2,638.7,103.653537162007
"488",2004,"maine",2409.6,103.5,42.6778875749231
"489",2004,"maryland",3640.2,700.5,568.599283887468
"490",2004,"massachusetts",2459.7,458.8,818.640597091095
"491",2004,"michigan",3057.6,490.2,178.010878557975
"492",2004,"minnesota",3039,269.6,64.0687039200171
"493",2004,"mississippi",3478.5,295.1,61.878458455898
"494",2004,"missouri",3903.5,490.5,83.523730732387
"495",2004,"montana",2936.2,293.8,6.36775536563247
"496",2004,"nebraska",3520.6,308.7,22.7271000806473
"497",2004,"nevada",4206.6,615.9,21.2626905633572
"498",2004,"new hampshire",2040.1,167,144.887947374289
"499",2004,"new jersey",2429.2,355.7,1172.5136810891
"500",2004,"new mexico",4197.7,687.3,15.6824840974259
"501",2004,"new york",2198.6,441.6,407.146535659834
"502",2004,"north carolina",4160.2,447.8,175.319614926721
"503",2004,"north dakota",1916.6,79.4,9.19450966750732
"504",2004,"ohio",3673.2,341.8,279.808829633971
"505",2004,"oklahoma",4242.1,500.5,51.3046637254474
"506",2004,"oregon",4631.3,298.3,37.4428241078311
"507",2004,"pennsylvania",2415,411.1,276.802588130299
"509",2004,"rhode island",2884.1,247.4,1034.0976076555
"510",2004,"south carolina",4504.8,784.2,139.419746936336
"511",2004,"south dakota",1933.5,171.5,10.157096553178
"512",2004,"tennessee",4306.5,695.2,143.161212062398
"513",2004,"texas",4494,540.5,85.8679642936231
"514",2004,"utah",4085.6,236,29.0750535488268
